OWNER,VESSEL,Charterer,Size,Grade,Load,Disch.,Date,$,Rate,Comment,Status,Month,YEAR,LR1/LR2,Load Region,Disc Region,Decade
SCORPIO,STI EXCELSIOR,BP,"60,000",GO,YOSU,SPORE-HK-YANGPU-HAINAN,6-Mar-2018,$,"385,000","BSS SPORE, 6-8/3 - PVT HOWE ROB, OURS",FXD,3,2018,#REF!,NASIA,TBN,1
TAURUS,TRYSIL SPIRIT,BP,"90,000",GO,AG,SINGAPORE-OPTIONS,6-Mar-2018,WS,77.5,"BSS SPORE, CLEAN UP",FXD,3,2018,#REF!,AG,TBN,1
COSCO,LIAN SONG HU,PETROCHINA,"60,000",UMS,DALIAN,SINGAPORE,6-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,NCHINA,SEA,1
SCORPIO,STI BROADWAY,MARUBENI,"75,000",NAP,mesaieed+ras laffan,yosu,6-Mar-2018,WS,95,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,1
TORM,TORM VENTURE,ST SHIPPING,"55,000",NAP,sikka,batangas,6-Mar-2018,WS,110,"BSS JAPAN, 5-6/3, PVT HOWE ROB, OURS",FXD ,3,2018,#REF!,WCI,SEA,1
SHELL,RONG LIN WAN ,SHELL,"75,000",NAP,ruwais,muroran+nagoya,7-Mar-2018,OP,OP,,FXD,3,2018,#REF!,AG,NASIA,1
PRIME,FLAGSHIP PRIVET,SHELL,"60,000",COND,MALAMPAYA,SPORE,7-Mar-2018,$,"290,000",,FXD,3,2018,#REF!,SEA,SEA,1
AMPTC,BREEZE,VITOL,"130,000",GO,SIKKA,SING-UKC,7-Mar-2018,$,"750,000","BSS SING, $1.625 BSS UKC",FXD,3,2018,#REF!,WCI,TBN,1
ATC,ELKA ATHINA,ATC,"80,000",ULSD,YANBU,OPTIONS,7-Mar-2018,OP,OP,,FXD,3,2018,#REF!,RSEA,TBN,1
SCORPIO,STI SOLIDARITY,SAHARA,"80,000",ULSD,SIKKA,EAFR,7-Mar-2018,WS,109,7-8/03,FXD,3,2018,#REF!,WCI,EAFR,1
PRIME,FLAGSHIP TULIP,SKE,"60,000",GO,SKOREA,SINGAPORE,7-Mar-2018,$,"350,000","BSS SPORE, 7-9/3",FXD,3,2018,#REF!,NASIA,SEA,1
STRAITS,UACC EAGLE,TOTAL,"60,000",JET,sikka,EAST-WEST,7-Mar-2018,WS,112.5,"BSS SPORE, $ 1.225M BSS UKC, loaded 62 kt",FXD,3,2018,#REF!,WCI,TBN,1
STRAITS,JUSTICE VICTORIA,IDEMITSU,"55,000",NAP,sitra,kudamatsu+tokuyama,7-Mar-2018,WS,110,"BSS JAPAN, 7-8/2, PVT HOWE ROB, OURS",FXD,3,2018,#REF!,AG,NASIA,1
BW,BW AMAZON O/O BW CHEETAH,WINSON,"40,000",GO,NAKHODKA,SINGAPORE,8-Mar-2018,$,"490,000","BSS SING, RPLC BY BW ORINOCO",FXD,3,2018,#REF!,NASIA,SEA,1
BW,BW DANUBE,VITOL,"60,000",CPP,JUBAIL,KARACHI,8-Mar-2018,$,"305,000",BSS KARACHI,FXD,3,2018,#REF!,AG,WCI,1
ROXANA SHIPPING,ALTESSE,TRAFIGURA,"60,000",GO,JUBAIL,ARGENTINA,8-Mar-2018,$,"1,650,000","BSS ARGENTINA, 8-10/3",FXD,3,2018,#REF!,AG,SAM,1
DYNACOM,CONSTANINOS,ATC,"60,000",ULSD,YANBU,OPTIONS ,8-Mar-2018,$,"430,000",BSS JEDDAH,FXD,3,2018,#REF!,RSEA,TBN,1
SCORPIO,STI SANCTITY,VITOL,"75,000",NAP,ruwais,map ta phut,8-Mar-2018,WS,105,BSS JAPAN,FXD,3,2018,#REF!,AG,SEA,1
SHELL,PACIFIC NAFSIKA,SHELL,"80,000",CPP,RUWAIS,OPTIONS,9-Mar-2018,OP,OP,,FXD,3,2018,#REF!,AG,TBN,1
SHELL,SALAMINA ,SHELL,"60,000",UMS,SIKKA,USAC-OPTS,9-Mar-2018,OP,OP,9-10/3,FXD,3,2018,#REF!,WCI,USAC,1
HEIDMAR,PACIFIC SKY,UNIPEC,"80,000",ULSD,YANBU,UKC-SPORE,9-Mar-2018,$,"1,375,000","BSS UKC, WS 95 BSS SPORE, 11-13/03",FXD,3,2018,#REF!,RSEA,UKC,1
ST SHIPPING,MAERSK PETREL,PETROCHINA,"60,000",UMS,JINZHOU,SINGAPORE-AG,9-Mar-2018,$,"525,000","BSS SING, $725 BSS AG",FXD,3,2018,#REF!,NCHINA,TBN,1
SCORPIO,STI CARNABY,ATC,"80,000",ULSD,JUBAIL,OPTIONS,9-Mar-2018,COA,COA,,FXD,3,2018,#REF!,AG,TBN,1
DYNACOM,MAISTROS,ATC,"60,000",UMS,YANBU,JEDDAH-UKC-AG,9-Mar-2018,$,"430,000","BSS JEDDAH, $585 BSS FUJ",FXD,3,2018,#REF!,RSEA,TBN,1
HEIDMAR,KHAWR ALADID,MARUBENI,"75,000",NAP,ras laffan,kashima+muroran+sakai,9-Mar-2018,WS,87.5,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,1
SCORPIO,SWARNA KAMAL,MARUBENI,"75,000",NAP,das Island+sitra,yosu,10-Mar-2018,WS,102.5,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,1
ELETSON,MEGALONISSOS,ATC,"80,000",ULSD,S.KOREA,SPORE,10-Mar-2018,$,"375,000",BSS SPORE,FXD,3,2018,#REF!,NASIA,SEA,1
SKS,SKS DONGGANG,BP,"80,000",ULSD,sikka,SING-EAFR-OPTIONS,10-Mar-2018,WS,113,"10-12/3, RATE BSS SING/EAFR ",FXD,3,2018,#REF!,WCI,TBN,1
ATC,NAVE ESTELLA,ATC,"55,000",NAP,ras tanura,daesan,10-Mar-2018,O/P,O/P,10-11/3,FXD,3,2018,#REF!,AG,NASIA,1
OTC,OCEAN ODYSSEY,CHEVRON,"75,000",NAP,jamnagar,tanjung pelepas,11-Mar-2018,WS,100,11-12/3,FXD,3,2018,#REF!,WCI,SEA,2
SCORPIO,STI WINNIE,PETROCHINA,"75,000",NAP,ruwais,yosu,11-Mar-2018,WS,105,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,2
BW,BW YANGTZE,ALSAA PET,"60,000",ULSD,BAHRAIN,HAMRIYAH,11-Mar-2018,$,"240,000",11-13/3,FXD,3,2018,#REF!,AG,AG,2
STRAITS,NORD LAVENDER,ENOC,"60,000",UMS,sikka,AG,11-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,WCI,AG,2
SCORPIO,STI MADISON,ATC,"80,000",ULSD,AG,UKC-OPTS,11-Mar-2018,$,"1,660,000",BSS UKC,FXD,3,2018,#REF!,AG,UKC,2
SCORPIO,STI MADISON,ATC,"80,000",ULSD,JUBAIL,UKC-OPTIONS,11-Mar-2018,COA,COA,,FXD,3,2018,#REF!,AG,UKC,2
NAVIG8,NAVE CASSIOPEIA,TOTAL,"60,000",JET,SIKKA,UKC-OPTIONS,11-Mar-2018,$,"1,285,000","BSS UKC, 11-12/3",FXD,3,2018,#REF!,WCI,UKC,2
SCORPIO,STI EXPERIENCE,ATC,"65,000",JET,AG,UKC-OPTIONS,11-Mar-2018,$,"1,300,000",BSS UKC,FXD,3,2018,#REF!,AG,UKC,2
SCORPIO,STI PRESTIGE,CLEARLAKE,"60,000",UMS,qinzhou,singapore,11-Mar-2018,$,"388,000",11-13/3,FXD,3,2018,#REF!,SCHINA,SEA,2
ST SHIPPING,SCF PLYMOUTH,CNR,"55,000",NAP,vadinar,singapore,11-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,WCI,SEA,2
MAERSK,SANMAR SANGEET,CHEVRON,"75,000",NAP,mina al ahmadi+mina abdulla,chiba+kawasaki,12-Mar-2018,COA,COA,"12-13/3, RPTD / POSS FXD MAERSK OFF 10-11",FXD,3,2018,#REF!,AG,NASIA,2
BW,BW KRONBORG,VITOL,"55,000",NAP,haldia,kaohsiung,12-Mar-2018,WS,119,"BSS JAPAN, RPLCING NEPTUN D",FXD,3,2018,#REF!,WCI,TAIWAN,2
BW,BW SEINE,ATC,"60,000",JET,JUBAIL,JEBEL ALI,12-Mar-2018,$,"250,000",FLD N.MARS $250,FXD,3,2018,#REF!,AG,AG,2
ZODIAC ,FULHAM ROAD,CLEARLAKE,"60,000",GO,S.KOREA,SPORE,12-Mar-2018,$,"360,000",BSS SPORE,FXD,3,2018,#REF!,NASIA,SEA,2
ADNATCO,LIWA-V,BP,"90,000",ULSD,AG,SINGAPORE,12-Mar-2018,WS,110,BSS SPORE,FXD,3,2018,#REF!,AG,SEA,2
STRAITS,N MARS,CLEARLAKE,"60,000",UMS,FUJ,KARACHI,12-Mar-2018,$,"290,000",12-13/3,FXD,3,2018,#REF!,AG,WCI,2
STRAITS,PLOUTOS,ATC,"60,000",GO ,RABIGH,JEDDAH-UKC-AG,12-Mar-2018,$,"430,000","BSS JEDDAH, $ 1.15M BSS UKC",FXD,3,2018,#REF!,RSEA,TBN,2
ST SHIPPING,SCF PLYMOUTH,BP,"60,000",GO,vadinar,SPORE-AG-OPTS,12-Mar-2018,WS,120,"BSS SPORE, $300K BSS AG, loaded 65 kt",FXD,3,2018,#REF!,WCI,TBN,2
SCORPIO ,STI MADISON,VITOL,"75,000",CNR,jubail,singapore,12-Mar-2018,RNR,RNR,,FXD,7,2018,#REF!,AG,NASIA,1
SHELL,IASONAS,SHELL?,"75,000",NAP,ras laffan,iwakuni+kuroran,12-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,AG,NASIA,2
BP,BRITISH REASON,BP,"75,000",NAP,ruwais,kaohsiung,13-Mar-2018,O/P,O/P,13-14/3,FXD,3,2018,#REF!,AG,TAIWAN,2
SCORPIO,STI GUARD ,CNR,"75,000",NAP,fujairah,pasir gudang,13-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,AG,NASIA,1
BIHAR,ENCELIA,SHELL,"90,000",JET,SIKKA,UKC-SPORE,13-Mar-2018,$,"1,450,000","BSS UKC, 12-13/3",FXD,3,2018,#REF!,WCI,UKC,2
MAERSK,MAERSK PHOENIX,BP,"60-80,000",UMS,TAIWAN,SINGAPORE,13-Mar-2018,$,"325,000",13-14/03,FXD,3,2018,#REF!,TAWAIN,SEA,2
ARGYLL,PETALI LADY,ENOC,"60,000",UMS,SIKKA,AG,13-Mar-2018,$,"290,000","BSS AG, 13-14/3",FXD,3,2018,#REF!,WCI,AG,2
GESCO,JAG APARNA ,IOC,"35,000",GO+JET+UMS,NMANG,PORT LOUIS,13-Mar-2018,$,"850,000","13-15/03, RPLCE UACC HARMONY $680",FXD,3,2018,#REF!,WCI,TBN,2
SHELL,LAKE STURGEON,TOTAL,"60,000",CPP,JUBAIL,UAE-PAKISTAN,13-Mar-2018,$,"240,000",BSS UAE,FXD,3,2018,#REF!,AG,TBN,2
JACOB,TILL JACOB,TOTAL,"60,000",UMS,YANBU,FUJ-SPORE,13-Mar-2018,$,"565,000","BSS FUJ, WS 120 BSS SPORE",FXD,3,2018,#REF!,RSEA,TBN,2
REEDERIE NORD,MERKUR O,TRAFIGURA,"55,000",NAP,sikka,huizhou,13-Mar-2018,WS,114,BSS JAPAN,FXD,3,2018,#REF!,WCI,SCHINA,2
TRAFIGURA ,AMFITRITI,ARGO,"90,000",GO,SIKKA,EAFR,14-Mar-2018,WS,115,"BSS EAFR, 14-15/3 ",FXD,3,2018,#REF!,WCI,EAFR,2
TOTAL,ARETEA,COSMO,"75,000",NAP,mina al ahmadi,map ta phut,14-Mar-2018,WS,112.5,BSS JAPAN,FXD,3,2018,#REF!,AG,SEA,2
REPSOL,EAGLE SAN JOSE,TOTAL,"140,000",ULSD,SIKKA,UKC,15-Mar-2018,$,"1,570,000",BSS UKC,FXD,3,2018,#REF!,WCI,UKC,2
ARGYLL,FOTINI LADY,OTI,"60,000",CPP,YANBU,SOHAR,15-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,RSEA,AG,2
NAVIG8,POLAR ACE,TRAFIGURA,"90,000",GO,SKOREA,WAFR-OPTIONS,15-Mar-2018,$,"1,225,000.0","BSS WAFR - NOT TO REPORT, NEWBUILD",FXD,3,2018,#REF!,NASIA,WAFR,2
SCORPIO,STI ALEXIS,ATC,"80,000",ULSD,YANBU,OPTIONS,15-Mar-2018,COA,COA,,FXD,3,2018,#REF!,RSEA,TBN,2
SCORPIO,STI SUPREME ,WINSON,"80,000",GO,SKOREA,TAIWAN,15-Mar-2018,RNR,RNR,NO SIRE DUE TO TECH CHANGE,FXD,3,2018,#REF!,NASIA,TAIWAN,2
SHELL,SUNRAY,ATC,"40,000",JET,JUBAIL,UAE,15-Mar-2018,$,"215,000",BSS UAE,FXD,3,2018,#REF!,AG,AG,2
SCORPIO,KING DOUGLAS,TRAFIGURA,"60,000",UMS,DALIAN,SINGAPORE-INDO-AG,15-Mar-2018,$,"420,000","BSS SINGAPORE, 15-16/3",FXD,3,2018,#REF!,NCHINA,TBN,2
SKS,SKS DODA,SOCAR,"75,000",NAP,ras laffan,yosu,15-Mar-2018,WS,105,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,2
KPC,BAHRA,CNR,"75,000",NAP,jebel ali,mombasa,16-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,AG,EAFR,2
ZODIAC,KINGS ROAD,SHELL,"60,000",JET,KUWAIT,UAE-WEST,16-Mar-2018,$,"1,300,000","BSS WEST, 16-18/3",FXD,3,2018,#REF!,AG,TBN,2
ARGYLL,CHRISOPIGI LADY ,SK ENERGY,"60,000",GO,S.KOREA,TAIWAN,16-Mar-2018,$,"340,000",BSS TAIWAN,FXD,3,2018,#REF!,NASIA,TAIWAN,2
STRAITS ,BREEZY VICTORIA,BP,"60,000",JET,BAHRAIN,UKC-SPORE,16-Mar-2018,WS,120,"BSS SPORE, 1.35M BSS UKC",FXD,3,2018,#REF!,AG,UKC,2
PRIME,LAKE TROUT,PETROCHINA,"60,000",CPP,S.KOREA,HONG KONG,16-Mar-2018,$,"400,000","BSS HK, 16-18/03",FXD,3,2018,#REF!,NASIA,SEA,2
ZODIAC,PORTMAN SQUARE,TRAFIGURA,"80,000",ULSD,SIKKA,EAFR - WEST ,16-Mar-2018,$,"1,650,000",BSS UKC,FXD,3,2018,#REF!,WCI,TBN,2
BW,BW CLYDE,PETROCHINA,"60,000",UMS,QINZHOU,SINGAPORE,16-Mar-2018,RNR,RNR,16-18/3,FXD,3,2018,#REF!,SCHINA,SEA,2
ST,FRONT CHEETAH,CNR,"75,000",NAP,rabigh ,yosu,16-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,RSEA,NASIA,2
SCORPIO,STI ELYSEES,SCG,"75,000",NAP,ruwais,map ta phut,17-Mar-2018,WS,PLATTS,,FXD,3,2018,#REF!,AG,SEA,2
NAVIG8,HERMIONE,SSOE,"55,000",NAP,jebel ali,yosu,17-Mar-2018,WS,115,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,2
BW,BW TAGUS,ENOC,"60,000",UMS,YANBU,FUJAIRAH,17-Mar-2018,$,"595,000",BSS FUJ,FXD,3,2018,#REF!,RSEA,AG,2
NAVIG8 ,CAPTAIN PARIS ,ATC,"80,000",ULSD,JUBAIL ,SPORE-EAFR,17-Mar-2018,WS,123.5,"PVT HOW ROB , OURS ",FXD,3,2018,#REF!,AG,TBN,2
GESCO,JAG AMISHA,IOC,"35,000",CPP,N.MANGALORE,VIZAG-PARADIP,17-Mar-2018,$,"775,000","BSS 1:2, 17-18/03, PART CARGO",FXD,3,2018,#REF!,WCI,ECI,2
MAERSK,LR2 POLARIS,ATC,"80,000",ULSD,YANBU,SPORE-EAFR,17-Mar-2018,WS,110,17-18/3 - TBN - PVT HOWE ROB,FXD,3,2018,#REF!,RSEA,TBN,2
DYNACOM,MELTEMI ,TRAFIGURA,"40,000",CPP,KUWAIT,DJIBOUTI,17-Mar-2018,$,"475,000",BSS DJIBOUTI,FXD,3,2018,#REF!,AG,RSEA,2
STRAITS ,NORSTAR INTEGRITY,ATC,"55,000",NAP,ras tanura+sitra,chiba+oita+shimotsu,17-Mar-2018,COA,COA,20-22/3,FXD,3,2018,#REF!,AG,NASIA,2
NAVIG8,NAVE RIGEL,CCI,"60,000",JET,DAESAN,SINGAPORE,18-Mar-2018,$,"420,000","18-20/3, RPLC EVRIDIKI",FXD,3,2018,#REF!,NASIA,SEA,2
PRIME,SPOTTAIL,RELIANCE,"60,000",ALKY,SIKKA,USAC,18-Mar-2018,$,"1,550,000","BSS USAC, 18-20/3",FXD,3,2018,#REF!,WCI,WCI,2
SCORPIO,STI GLADIATOR,SK ENERGY,"80,000",GO,S.KOREA,SINGAPORE,18-Mar-2018,$,"475,000","18-19/3, LIKELY TO BE GLADIATOR, RPLC SEA PECOS",FXD,3,2018,#REF!,NASIA,SEA,2
SCORPIO ,AL DASMA  ,ATC,"80,000",ULSD ,JUBAIL ,EAFR ,18-Mar-2018,WS,102.5,,FXD,3,2018,#REF!,AG,EAFR,2
PRIME,FLAGSHIP IVY,PETROCHINA,"60,000",UMS,DALIAN,SINGAPORE,18-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,NCHINA,SEA,2
DYNACOM,SOVEREIGN,ATC,"60,000",UMS,SIKKA,AG-RED SEA,18-Mar-2018,$,"300,000",BSS AG / $ 625 JEDDAH ,FXD,3,2018,#REF!,WCI,TBN,2
ADNATCO,YAMILAH-III,CNR,"55,000",NAP ,ruwais,pasir gudang,18-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,AG,SEA,2
FRONTLINE,FRONT CAPELLA,SHELL,"90,000",ULSD,YANBU,UKC- SPORE,19-Mar-2018,$,"1,450,000","BSS UKC, WS 102.5 BSS SPORE, 19-21/03",FXD,3,2018,#REF!,RSEA,TBN,2
PRODUCT SHIPPING,ARIEL,TRAFIGURA,"60,000",ALKY,SIKKA,USAC,19-Mar-2018,$,"1,550,000","BSS USAC, 19-20/03",FXD,3,2018,#REF!,WCI,WCI,2
NAVIG8,LIA,OTI,"60,000",UMS,SIKKA,AG,19-Mar-2018,$,"300,000",19-20/3,FXD,3,2018,#REF!,WCI,AG,2
STRAITS,FREIGHT MARGIE,UNIPEC,"40,000",UMS,QINGDAO,SINGAPORE,19-Mar-2018,$,"395,000",19-21/03,FXD,3,2018,#REF!,NCHINA,SEA,2
STRAITS ,KAMOME VICTORIA,TRAFIGURA,"60,000",GO,VADINAR,OPTIONS,19-Mar-2018,$,"300,000","BSS AG, 500K BSS DIJB, WS120 BSS SPORE-EAFR",FXD,3,2018,#REF!,WCI,TBN,2
FALCON,FORMOSA FALCON,HPL,"55,000",NAP,ras tanura,vizag,20-Mar-2018,WS,129.8,20-21/3,FXD,3,2018,#REF!,AG,ECI,2
SOVCOM,NS AFRICA,BP,"80,000",CPP,ulsan,brisbane+botany bay,20-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,NASIA,TBN,2
BW,BW SEINE,ENOC,"60,000",JET,KUWAIT,UAE,20-Mar-2018,$,"240,000",20-22/03,FXD,3,2018,#REF!,AG,AG,2
FRONTLINE,FRONT POLLUX,VITOL,"75,000",JET,S.KOREA,OZZY,20-Mar-2018,WS,117.5,20-21/3,FXD,3,2018,#REF!,NASIA,OZ,2
MAERSK,LR2 POSEIDON,UNIPEC,"90,000",JET,AG,UKC-OPTIONS,20-Mar-2018,$,"1,875,000","BSS UKC, WS 115 BSS SPORE, 20-22/03",FXD,3,2018,#REF!,AG,UKC,2
STRAITS ,MAGIC VICTORIA,ATC,"60,000",CPP,JUBAIL,RAS TANURA,20-Mar-2018,COA,COA,,FXD,3,2018,#REF!,AG,AG,2
SCORPIO,NAVIG8 STEADFAST,ATC,"80,000",ULSD,JUBAIL,SINGAPORE-EAFR,20-Mar-2018,WS,121,"BSS SPORE, W121 BSS EAFR - PVT HOWE ROB",FXD ,3,2018,#REF!,AG,TBN,2
SCORPIO,STI EXCELSIOR ,CLEARLAKE,"60,000",UMS,QUANZHOU,SPORE-AG,20-Mar-2018,$,"362,500",20-21/03,FXD,3,2018,#REF!,SCHINA,WCI,2
SCORPIO,STI RAMBLA,LUKOIL,"80,000",GO+MO,DAESAN,SINGAPORE,20-Mar-2018,$,"475,000",20-22/3,FXD,3,2018,#REF!,NASIA,SEA,2
STRAITS ,UACC IBN AL HAITHAM,KPC,"60,000",CPP,KUWAIT,PAKISTAN,20-Mar-2018,COA,COA,,FXD,3,2018,#REF!,AG,WCI,2
STRAITS ,FPMC P EAGLE,PETROCHINA,"60,000",UMS,NCHINA,SING-OPTIONS,20-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,NCHINA,SEA,2
NAVIG8,HERMIONE ,VALERO,"65,000",JET,SKOREA,USWC-OPTS,20-Mar-2018,$,"1,200,000",BSS USWC - P+C OURS ,FXD,3,2018,#REF!,NASIA,USWC,2
BW,BW YANGTZE,SHELL,"60,000",GTL,QATAR,UAE-WEST ,21-Mar-2018,$,"1,325,000",21-22/3,FXD,3,2018,#REF!,AG,TBN,3
ALBERTA,ARISTARCHOS,ZENROCK,"60,000",JET+ULSD,MELACCA,SINGAPORE/USWC,21-Mar-2018,RNR,RNR,21-22/3,FXD,3,2018,#REF!,SEA,TBN,3
KOCH,NEPTUN D,BP,"63,000",JET,sikka,UKC-SPORE,21-Mar-2018,$,"1,275,000","21-22/3, BSS UKC ",FXD,3,2018,#REF!,WCI,UKC,3
STRAITS ,HAFNIA ASIA ,ATC,"55,000",NAP,yanbu,map ta phut,21-Mar-2018,COA,COA,,FXD,3,2018,#REF!,RSEA,SEA,3
BP,BRITISH RESOLUTION,BP,"90,000",ULSD,RUWAIS,OPTIONS,22-Mar-2018,O/P,O/P,,FXD,3,2018,#REF!,AG,TBN,3
SKS,SKS DRIVA,ST SHIPPING,"100,000",ULSD,SIKKA,UKC-OPTIONS,22-Mar-2018,$,"1,850,000","BSS UKC, 22-23/3 - POSS TO REPLACE MERBABU",FXD,3,2018,#REF!,WCI,UKC,3
SCORPIO,STI LOMBARD,UNIPEC,"80,000",ULSD,YANBU,UKC-SPORE,22-Mar-2018,$,"1,275,000","BSS UKC, WS 90 BSS SPORE, RAN LATE OF EALIER DATES ",FXD,3,2018,#REF!,RSEA,UKC,3
SCORPIO,STI ORCHARD,AMPOL,"75,000",CPP,S.KOREA,OZZY,22-Mar-2018,WS,112.5,"RPLC HAIMA @ W115, 22-24/3",FXD,3,2018,#REF!,NASIA,OZ,3
BW,BW SHINANO,TOTAL,"60,000",JET,AG,UKC-EAFR-SPORE,22-Mar-2018,$,"1,300,000","BSS UKC, WS 120 BSS SPORE-EAFR",FXD,3,2018,#REF!,AG,TBN,3
DYNACOM,CONSTANTINOS,ATC,"60,000",UMS,YANBU,AG-RED SEA,22-Mar-2018,$,"575,000","BSS AG, 425k BSS RED SEA, RPLCING GINNY",FXD,3,2018,#REF!,RSEA,TBN,3
BP,BRITISH REGARD,BP?,"75,000",COND,dampier,tuban+pengerang,22-Mar-2018,O/P,O/P,,FXD,3,2018,#REF!,OZ,SEA,3
SHELL,RIVER ETERNITY ,SHELL,"75,000",NAP,ruwais,chiba,22-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,AG,NASIA,3
HEIDMAR,NORDMARLIN,SOCAR,"75,000",NAP,mesaieed+ras laffan,yosu,23-Mar-2018,WS,115,"BSS JAPAN, 23-25/3",FXD,3,2018,#REF!,AG,NASIA,3
BW,BW AMAZON,UNIPEC,"60,000",CPP,QINGDAO,SINGAPORE,23-Mar-2018,$,"440,000","23-25/3, ",FXD,3,2018,#REF!,NCHINA,SEA,3
STRAITS ,PLOUTOS ,ATC,"60,000",UMS,YANBU,FUJAIRAH,23-Mar-2018,$,"575,000","BSS AG, 425k BSS RED SEA",FXD,3,2018,#REF!,RSEA,AG,3
ST SHIPPING,SCF PRUDENCIA,IOC ,"40,000",CPP,SIKKA,PARADIP,23-Mar-2018,$,"815,000",BSS PARADIP,FXD,3,2018,#REF!,WCI,ECI,3
AMPTC,STAR ENERGY,TOTAL,"80,000",ULSD,JUBAIL,UKC-OPTIONS,23-Mar-2018,$,"2,100,000","BSS UKC, 23-24/3",FXD,3,2018,#REF!,AG,UKC,3
SCORPIO,KING DARWIN,TRAFIGURA,"65,000",JET,VADINAR,UKC-OPTIONS,23-Mar-2018,$,"1,300,000","23-24/3, BSS UKC",FXD,3,2018,#REF!,WCI,UKC,3
STRAITS ,NEW CENTURY,TOTAL,"60,000",UMS ,JUBAIL,JEBEL ALI-KARACHI,23-Mar-2018,$,"240,000",BSS JEBEL ALI - $315 KARACHI,FXD,3,2018,#REF!,AG,TBN,3
SCORPIO,STI PRECISION ,TRAFIGURA,"60,000",UMS,VADINAR,AG-SINGAPORE,23-Mar-2018,$,"300,000","BSS FUJ, WS120 BSS SPORE, RPLC FPMC P GLORY",FXD,3,2018,#REF!,WCI,TBN,3
COSCO,QI LIN ZUO,ASAHI,"55,000",NAP,ras laffan,chiba,23-Mar-2018,WS,115,"BSS JPN, 23-24/3",FXD,3,2018,#REF!,AG,NASIA,3
DYANCOM,LEADER,KPC,"35,000",GO/JET,KWT,DJIBOUTI,24-Mar-2018,$,"500,000",24-26/3,FXD,3,2018,#REF!,AG,RSEA,3
STENA,STENA PERFORMANCE,TRAFIGURA,"60,000",CPP,KUWAIT,CHITTAGONG,24-Mar-2018,RNR,RNR,24-26/4,FXD ,3,2018,#REF!,AG,ECI,3
SOVCOM,ZALIV VOSTOK,IDEMITSU,"75,000",NAP,ruwais,tokuyama,24-Mar-2018,WS,115,24-25/3,FXD,3,2018,#REF!,AG,NASIA,3
NAVIG8,GINNY,SHELL,"60,000",CPP,AG,AG,25-Mar-2018,$,"240,000",25-26/3,FXD,3,2018,#REF!,AG,AG,3
STRAITS ,KONG QUE ZUO,SHELL,"60,000",UMS,AG,PAKISTAN,25-Mar-2018,$,"315,000",25-27/3,FXD,3,2018,#REF!,AG,WCI,3
UPT,CAPE TAFT,ST SHIPPING,"60,000",UMS,DALIAN,SINGAPORE-WAFR-CARIBS,25-Mar-2018,$,"1,300,000","25-27/3, BSS WAFR",FXD,3,2018,#REF!,NCHINA,TBN,3
STRAITS ,NORD LAVENDER,ENOC,"60,000",CPP,AG,AG,25-Mar-2018,RNR,RNR,,FXD,3,2018,#REF!,AG,AG,3
GEM,GULF COBALT,WINSON,"65,000",JET,SIKKA,TAIWAN-UKC-OPTS,25-Mar-2018,$,"1,300,000","25-26/3, BSS UKC",FXD,3,2018,#REF!,WCI,TBN,3
SCORPIO,STI PARK,ATC,"80,000",ULSD,YANBU,SPORE-EAFR-UKC,25-Mar-2018,WS,129.5,"BSS SPORE, W129.5 BSS EAFR, 1,725M BSS UKC - PVT HOWE ROB",FXD ,3,2018,#REF!,RSEA,TBN,3
DYNACOM,MARGARITA,TRAFIGURA,"60,000",GO+UMS,VADINAR+JEBEL ALI,DJIBOUTI-EAFR,25-Mar-2018,$,"500,000","BSS DJIBOUTI, W120 BSS EAFR,  25-27/3",FXD,3,2018,#REF!,WCI+AG,EAFR,3
ARGYLL,PETALI LADY,VITOL,"60,000",ULSD,RUWAIS,MUNDRA-OPTIONS,25-Mar-2018,$,"335,000","BSS MUNDRA, 25-26/3 ",FXD,3,2018,#REF!,AG,TBN,3
SCI,SWARNA JAYANTI,IDEMITSU,"75,000",NAP,mina al ahmadi,tokuyama,25-Mar-2018,WS,112,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,3
NAVIG8,AMALIA,ATC,"55,000",NAP,ras tanura,chiba,26-Mar-2018,WS,112.5,BSS JAPAN,FXD,3,2018,#REF!,AG,NASIA,3
